country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
BE,Belgium,Flanders,Flemish Brabant,2/26/2020,-2.0,-6.0,-5.0,-10,-20.0,3
BE,Belgium,Flanders,Flemish Brabant,2/27/2020,-1.0,-1.0,-26.0,-13,-23.0,6
BE,Belgium,Flanders,Flemish Brabant,2/28/2020,-2.0,2.0,4.0,-9,-25.0,4
BE,Belgium,Flanders,Flemish Brabant,2/29/2020,-9.0,1.0,-18.0,-2,-6.0,0
BE,Belgium,Flanders,Flemish Brabant,3/1/2020,-3.0,8.0,16.0,3,-1.0,-1
BE,Belgium,Flanders,Flemish Brabant,3/2/2020,-1.0,8.0,-4.0,1,4.0,0
BE,Belgium,Flanders,Flemish Brabant,3/3/2020,5.0,9.0,20.0,0,4.0,0
BE,Belgium,Flanders,Flemish Brabant,3/4/2020,3.0,6.0,16.0,-2,4.0,0
BE,Belgium,Flanders,Flemish Brabant,3/5/2020,-1.0,3.0,-18.0,-2,3.0,1
BE,Belgium,Flanders,Flemish Brabant,3/6/2020,-1.0,7.0,-1.0,1,2.0,0
BE,Belgium,Flanders,Flemish Brabant,3/7/2020,1.0,2.0,49.0,4,2.0,-1
BE,Belgium,Flanders,Flemish Brabant,3/8/2020,3.0,5.0,-14.0,-5,0.0,0
BE,Belgium,Flanders,Flemish Brabant,3/9/2020,1.0,6.0,22.0,-5,3.0,0
BE,Belgium,Flanders,Flemish Brabant,3/10/2020,-2.0,6.0,0.0,-9,1.0,1
BE,Belgium,Flanders,Flemish Brabant,3/11/2020,-1.0,8.0,11.0,-10,2.0,1
BE,Belgium,Flanders,Flemish Brabant,3/12/2020,-5.0,33.0,7.0,-11,-2.0,3
BE,Belgium,Flanders,Flemish Brabant,3/13/2020,-7.0,48.0,-1.0,-22,-10.0,6
BE,Belgium,Flanders,Flemish Brabant,3/14/2020,-70.0,-9.0,11.0,-30,-30.0,13
BE,Belgium,Flanders,Flemish Brabant,3/15/2020,-63.0,-16.0,59.0,-33,-31.0,9
BE,Belgium,Flanders,Flemish Brabant,3/16/2020,-29.0,22.0,10.0,-48,-42.0,17
BE,Belgium,Flanders,Flemish Brabant,3/17/2020,-31.0,45.0,41.0,-50,-51.0,19
BE,Belgium,Flanders,Flemish Brabant,3/18/2020,-61.0,-9.0,26.0,-59,-57.0,22
BE,Belgium,Flanders,Flemish Brabant,3/19/2020,-75.0,-18.0,-24.0,-68,-66.0,30
BE,Belgium,Flanders,Flemish Brabant,3/20/2020,-79.0,-19.0,-48.0,-72,-67.0,33
BE,Belgium,Flanders,Flemish Brabant,3/21/2020,-83.0,-39.0,-18.0,-67,-53.0,23
BE,Belgium,Flanders,Flemish Brabant,3/22/2020,-76.0,-40.0,18.0,-67,-50.0,15
BE,Belgium,Flanders,Flemish Brabant,3/23/2020,-75.0,-22.0,-1.0,-75,-69.0,29
BE,Belgium,Flanders,Flemish Brabant,3/24/2020,-74.0,-17.0,2.0,-74,-70.0,30
BE,Belgium,Flanders,Flemish Brabant,3/25/2020,-76.0,-27.0,0.0,-75,-69.0,28
BE,Belgium,Flanders,Flemish Brabant,3/26/2020,-77.0,-21.0,-20.0,-77,-70.0,32
BE,Belgium,Flanders,Flemish Brabant,3/27/2020,-77.0,-19.0,-21.0,-75,-69.0,33
BE,Belgium,Flanders,Flemish Brabant,3/28/2020,-82.0,-36.0,-14.0,-70,-53.0,22
BE,Belgium,Flanders,Flemish Brabant,3/29/2020,-83.0,-48.0,-54.0,-81,-53.0,17
BE,Belgium,Flanders,Flemish Brabant,3/30/2020,-76.0,-27.0,-23.0,-77,-70.0,29
BE,Belgium,Flanders,Flemish Brabant,3/31/2020,-75.0,-22.0,-7.0,-76,-70.0,30
BE,Belgium,Flanders,Flemish Brabant,4/1/2020,-77.0,-29.0,-4.0,-76,-69.0,28
BE,Belgium,Flanders,Flemish Brabant,4/2/2020,-77.0,-24.0,-38.0,-79,-70.0,32
BE,Belgium,Flanders,Flemish Brabant,4/3/2020,-78.0,-19.0,-35.0,-77,-68.0,34
BE,Belgium,Flanders,Flemish Brabant,4/4/2020,-81.0,-32.0,-10.0,-69,-52.0,22
BE,Belgium,Flanders,Flemish Brabant,4/5/2020,-74.0,-31.0,26.0,-69,-49.0,15
BE,Belgium,Flanders,Flemish Brabant,4/6/2020,-74.0,-25.0,0.0,-76,-70.0,29
BE,Belgium,Flanders,Flemish Brabant,4/7/2020,-71.0,-17.0,22.0,-74,-70.0,29
BE,Belgium,Flanders,Flemish Brabant,4/8/2020,-73.0,-24.0,14.0,-73,-69.0,26
BE,Belgium,Flanders,Flemish Brabant,4/9/2020,-72.0,-14.0,2.0,-74,-70.0,30
BE,Belgium,Flanders,Flemish Brabant,4/10/2020,-74.0,-11.0,-2.0,-73,-70.0,32
BE,Belgium,Flanders,Flemish Brabant,4/11/2020,-78.0,-26.0,4.0,-65,-48.0,21
BE,Belgium,Flanders,Flemish Brabant,4/12/2020,-72.0,-36.0,9.0,-69,-47.0,15
BE,Belgium,Flanders,Flemish Brabant,4/13/2020,-88.0,-81.0,-8.0,-86,-90.0,37
BE,Belgium,Flanders,Flemish Brabant,4/14/2020,-72.0,-7.0,-15.0,-76,-70.0,30
BE,Belgium,Flanders,Flemish Brabant,4/15/2020,-74.0,-22.0,9.0,-73,-68.0,27
BE,Belgium,Flanders,Flemish Brabant,4/16/2020,-73.0,-16.0,7.0,-74,-69.0,30
BE,Belgium,Flanders,Flemish Brabant,4/17/2020,-75.0,-16.0,-3.0,-73,-67.0,32
BE,Belgium,Flanders,Flemish Brabant,4/18/2020,-79.0,-34.0,-43.0,-72,-45.0,23
BE,Belgium,Flanders,Flemish Brabant,4/19/2020,-74.0,-39.0,-3.0,-72,-42.0,15
BE,Belgium,Flanders,Flemish Brabant,4/20/2020,-65.0,-25.0,6.0,-74,-65.0,27
BE,Belgium,Flanders,Flemish Brabant,4/21/2020,-64.0,-18.0,18.0,-72,-65.0,28
BE,Belgium,Flanders,Flemish Brabant,4/22/2020,-67.0,-22.0,18.0,-71,-63.0,25
BE,Belgium,Flanders,Flemish Brabant,4/23/2020,-66.0,-14.0,7.0,-71,-65.0,28
BE,Belgium,Flanders,Flemish Brabant,4/24/2020,-69.0,-16.0,-12.0,-72,-63.0,31
BE,Belgium,Flanders,Flemish Brabant,4/25/2020,-72.0,-28.0,1.0,-64,-39.0,20
BE,Belgium,Flanders,Flemish Brabant,4/26/2020,-67.0,-28.0,42.0,-64,-36.0,13
BE,Belgium,Flanders,Flemish Brabant,4/27/2020,-62.0,-23.0,22.0,-72,-63.0,26
BE,Belgium,Flanders,Flemish Brabant,4/28/2020,-67.0,-18.0,-35.0,-75,-64.0,29
BE,Belgium,Flanders,Flemish Brabant,4/29/2020,-66.0,-17.0,-21.0,-72,-61.0,25
BE,Belgium,Flanders,Flemish Brabant,4/30/2020,-57.0,6.0,-29.0,-72,-62.0,28
BE,Belgium,Flanders,Flemish Brabant,5/1/2020,-84.0,-75.0,-26.0,-82,-86.0,40
BE,Belgium,Flanders,Flemish Brabant,5/2/2020,-68.0,-19.0,-21.0,-67,-38.0,20
BE,Belgium,Flanders,Flemish Brabant,5/3/2020,-65.0,-29.0,31.0,-66,-32.0,13
BE,Belgium,Flanders,Flemish Brabant,5/4/2020,-55.0,-15.0,15.0,-69,-59.0,24
BE,Belgium,Flanders,Flemish Brabant,5/5/2020,-54.0,-11.0,36.0,-67,-59.0,25
BE,Belgium,Flanders,Flemish Brabant,5/6/2020,-56.0,-16.0,45.0,-65,-56.0,22
BE,Belgium,Flanders,Flemish Brabant,5/7/2020,-55.0,-9.0,26.0,-66,-58.0,25
BE,Belgium,Flanders,Flemish Brabant,5/8/2020,-57.0,-8.0,19.0,-65,-56.0,27
BE,Belgium,Flanders,Flemish Brabant,5/9/2020,-62.0,-17.0,51.0,-54,-27.0,16
BE,Belgium,Flanders,Flemish Brabant,5/10/2020,-58.0,-17.0,-13.0,-65,-16.0,11
BE,Belgium,Flanders,Flemish Brabant,5/11/2020,-42.0,-16.0,-1.0,-64,-55.0,22
BE,Belgium,Flanders,Flemish Brabant,5/12/2020,-39.0,-8.0,21.0,-61,-54.0,23
BE,Belgium,Flanders,Flemish Brabant,5/13/2020,-44.0,-12.0,4.0,-60,-52.0,21
BE,Belgium,Flanders,Flemish Brabant,5/14/2020,-43.0,-4.0,2.0,-61,-53.0,23
BE,Belgium,Flanders,Flemish Brabant,5/15/2020,-46.0,-4.0,4.0,-57,-50.0,24
BE,Belgium,Flanders,Flemish Brabant,5/16/2020,-51.0,-15.0,15.0,-47,-18.0,15
BE,Belgium,Flanders,Flemish Brabant,5/17/2020,-52.0,-9.0,78.0,-50,-12.0,9
BE,Belgium,Flanders,Flemish Brabant,5/18/2020,-32.0,-7.0,42.0,-56,-50.0,19
BE,Belgium,Flanders,Flemish Brabant,5/19/2020,-29.0,3.0,46.0,-53,-49.0,19
BE,Belgium,Flanders,Flemish Brabant,5/20/2020,-22.0,16.0,46.0,-52,-49.0,16
BE,Belgium,Flanders,Flemish Brabant,5/21/2020,-65.0,-63.0,96.0,-68,-83.0,28
BE,Belgium,Flanders,Flemish Brabant,5/22/2020,-32.0,9.0,-1.0,-62,-66.0,26
BE,Belgium,Flanders,Flemish Brabant,5/23/2020,-44.0,-15.0,14.0,-48,-12.0,13
BE,Belgium,Flanders,Flemish Brabant,5/24/2020,-52.0,-13.0,42.0,-56,-7.0,9
BE,Belgium,Flanders,Flemish Brabant,5/25/2020,-26.0,-7.0,41.0,-55,-48.0,18
BE,Belgium,Flanders,Flemish Brabant,5/26/2020,-25.0,-1.0,53.0,-52,-47.0,18
BE,Belgium,Flanders,Flemish Brabant,5/27/2020,-30.0,-6.0,57.0,-53,-45.0,16
BE,Belgium,Flanders,Flemish Brabant,5/28/2020,-29.0,2.0,28.0,-53,-46.0,19
BE,Belgium,Flanders,Flemish Brabant,5/29/2020,-35.0,4.0,25.0,-52,-44.0,19
BE,Belgium,Flanders,Flemish Brabant,5/30/2020,-38.0,-4.0,50.0,-41,1.0,10
BE,Belgium,Flanders,Flemish Brabant,5/31/2020,-43.0,5.0,112.0,-49,4.0,6
BE,Belgium,Flanders,Flemish Brabant,6/1/2020,-60.0,-66.0,185.0,-68,-81.0,25
BE,Belgium,Flanders,Flemish Brabant,6/2/2020,-19.0,18.0,51.0,-49,-43.0,16
BE,Belgium,Flanders,Flemish Brabant,6/3/2020,-27.0,0.0,56.0,-49,-42.0,15
BE,Belgium,Flanders,Flemish Brabant,6/4/2020,-34.0,0.0,-24.0,-53,-44.0,19
BE,Belgium,Flanders,Flemish Brabant,6/5/2020,-38.0,-2.0,-35.0,-55,-42.0,20
BE,Belgium,Flanders,Flemish Brabant,6/6/2020,-35.0,-8.0,9.0,-44,0.0,11
BE,Belgium,Flanders,Flemish Brabant,6/7/2020,-38.0,-4.0,70.0,-51,4.0,8
BE,Belgium,Flanders,Flemish Brabant,6/8/2020,-12.0,-11.0,-4.0,-51,-43.0,16
BE,Belgium,Flanders,Flemish Brabant,6/9/2020,-12.0,-4.0,19.0,-47,-42.0,15
BE,Belgium,Flanders,Flemish Brabant,6/10/2020,-14.0,-9.0,32.0,-47,-40.0,14
BE,Belgium,Flanders,Flemish Brabant,6/11/2020,-13.0,-2.0,18.0,-46,-41.0,16
BE,Belgium,Flanders,Flemish Brabant,6/12/2020,-17.0,-3.0,9.0,-47,-39.0,15
BE,Belgium,Flanders,Flemish Brabant,6/13/2020,-19.0,-9.0,54.0,-36,9.0,6
BE,Belgium,Flanders,Flemish Brabant,6/14/2020,-14.0,-3.0,77.0,-47,21.0,2
BE,Belgium,Flanders,Flemish Brabant,6/15/2020,-8.0,-7.0,60.0,-45,-41.0,13
BE,Belgium,Flanders,Flemish Brabant,6/16/2020,-6.0,1.0,52.0,-42,-40.0,14
BE,Belgium,Flanders,Flemish Brabant,6/17/2020,-17.0,-9.0,-1.0,-47,-40.0,13
BE,Belgium,Flanders,Flemish Brabant,6/18/2020,-10.0,0.0,25.0,-45,-40.0,14
BE,Belgium,Flanders,Flemish Brabant,6/19/2020,-13.0,-1.0,29.0,-43,-38.0,13
BE,Belgium,Flanders,Flemish Brabant,6/20/2020,-19.0,-13.0,58.0,-35,9.0,5
BE,Belgium,Flanders,Flemish Brabant,6/21/2020,-15.0,-5.0,75.0,-47,12.0,2
BE,Belgium,Flanders,Flemish Brabant,6/22/2020,-3.0,-5.0,71.0,-45,-42.0,12
BE,Belgium,Flanders,Flemish Brabant,6/23/2020,0.0,2.0,88.0,-40,-41.0,11
BE,Belgium,Flanders,Flemish Brabant,6/24/2020,-7.0,-3.0,84.0,-44,-38.0,9
BE,Belgium,Flanders,Flemish Brabant,6/25/2020,-6.0,4.0,53.0,-42,-39.0,11
BE,Belgium,Flanders,Flemish Brabant,6/26/2020,-15.0,-2.0,24.0,-41,-38.0,12
BE,Belgium,Flanders,Flemish Brabant,6/27/2020,-21.0,-12.0,21.0,-36,5.0,4
BE,Belgium,Flanders,Flemish Brabant,6/28/2020,-8.0,-4.0,70.0,-43,19.0,1
BE,Belgium,Flanders,Flemish Brabant,6/29/2020,2.0,-2.0,63.0,-41,-39.0,10
BE,Belgium,Flanders,Flemish Brabant,6/30/2020,2.0,1.0,42.0,-41,-39.0,11
BE,Belgium,Flanders,Flemish Brabant,7/1/2020,-7.0,-9.0,33.0,-41,-40.0,9
BE,Belgium,Flanders,Flemish Brabant,7/2/2020,-2.0,-2.0,48.0,-40,-42.0,11
BE,Belgium,Flanders,Flemish Brabant,7/3/2020,-10.0,-6.0,51.0,-39,-42.0,10
BE,Belgium,Flanders,Flemish Brabant,7/4/2020,-20.0,-15.0,21.0,-33,2.0,3
BE,Belgium,Flanders,Flemish Brabant,7/5/2020,-16.0,-11.0,38.0,-41,8.0,1
BE,Belgium,Flanders,Flemish Brabant,7/6/2020,-4.0,-9.0,56.0,-44,-46.0,10
BE,Belgium,Flanders,Flemish Brabant,7/7/2020,-2.0,-6.0,82.0,-40,-46.0,10
BE,Belgium,Flanders,Flemish Brabant,7/8/2020,-15.0,-14.0,-6.0,-46,-43.0,10
BE,Belgium,Flanders,Flemish Brabant,7/9/2020,-7.0,-8.0,34.0,-43,-44.0,11
BE,Belgium,Flanders,Flemish Brabant,7/10/2020,-16.0,-7.0,23.0,-42,-44.0,10
BE,Belgium,Flanders,Flemish Brabant,7/11/2020,-25.0,-21.0,57.0,-27,5.0,2
BE,Belgium,Flanders,Flemish Brabant,7/12/2020,-6.0,-9.0,107.0,-34,14.0,-2
BE,Belgium,Flanders,Flemish Brabant,7/13/2020,-5.0,-10.0,110.0,-43,-49.0,9
BE,Belgium,Flanders,Flemish Brabant,7/14/2020,-11.0,-9.0,16.0,-46,-49.0,12
BE,Belgium,Flanders,Flemish Brabant,7/15/2020,-12.0,-15.0,53.0,-43,-44.0,9
BE,Belgium,Flanders,Flemish Brabant,7/16/2020,-12.0,-8.0,1.0,-46,-48.0,13
BE,Belgium,Flanders,Flemish Brabant,7/17/2020,-19.0,-10.0,31.0,-43,-47.0,10
BE,Belgium,Flanders,Flemish Brabant,7/18/2020,-30.0,-23.0,74.0,-26,2.0,1
BE,Belgium,Flanders,Flemish Brabant,7/19/2020,-17.0,-13.0,96.0,-36,11.0,-2
BE,Belgium,Flanders,Flemish Brabant,7/20/2020,3.0,6.0,98.0,-50,-62.0,11
BE,Belgium,Flanders,Flemish Brabant,7/21/2020,-40.0,-68.0,188.0,-59,-79.0,17
BE,Belgium,Flanders,Flemish Brabant,7/22/2020,-12.0,-7.0,86.0,-46,-49.0,9
BE,Belgium,Flanders,Flemish Brabant,7/23/2020,-13.0,-8.0,73.0,-46,-51.0,12
BE,Belgium,Flanders,Flemish Brabant,7/24/2020,-26.0,-10.0,16.0,-48,-50.0,13
BE,Belgium,Flanders,Flemish Brabant,7/25/2020,-33.0,-21.0,30.0,-33,-3.0,5
BE,Belgium,Flanders,Flemish Brabant,7/26/2020,-23.0,-14.0,71.0,-39,11.0,1
BE,Belgium,Flanders,Flemish Brabant,7/27/2020,-12.0,-10.0,72.0,-48,-54.0,13
BE,Belgium,Flanders,Flemish Brabant,7/28/2020,-12.0,-9.0,69.0,-48,-53.0,14
BE,Belgium,Flanders,Flemish Brabant,7/29/2020,-18.0,-16.0,86.0,-48,-51.0,12
BE,Belgium,Flanders,Flemish Brabant,7/30/2020,-16.0,-6.0,55.0,-49,-53.0,14
BE,Belgium,Flanders,Flemish Brabant,7/31/2020,-32.0,-13.0,30.0,-50,-53.0,14
BE,Belgium,Flanders,Flemish Brabant,8/1/2020,-33.0,-22.0,47.0,-33,-2.0,5
BE,Belgium,Flanders,Flemish Brabant,8/2/2020,-10.0,-9.0,84.0,-36,11.0,1
BE,Belgium,Flanders,Flemish Brabant,8/3/2020,-7.0,-8.0,57.0,-50,-54.0,13
BE,Belgium,Flanders,Flemish Brabant,8/4/2020,-3.0,-4.0,107.0,-46,-53.0,13
BE,Belgium,Flanders,Flemish Brabant,8/5/2020,-11.0,-12.0,106.0,-47,-50.0,11
BE,Belgium,Flanders,Flemish Brabant,8/6/2020,-15.0,-6.0,56.0,-49,-53.0,14
BE,Belgium,Flanders,Flemish Brabant,8/7/2020,-26.0,-10.0,44.0,-49,-52.0,14
BE,Belgium,Flanders,Flemish Brabant,8/8/2020,-37.0,-23.0,34.0,-37,-5.0,6
BE,Belgium,Flanders,Flemish Brabant,8/9/2020,-29.0,-13.0,43.0,-46,7.0,2
BE,Belgium,Flanders,Flemish Brabant,8/10/2020,-10.0,-7.0,74.0,-50,-54.0,13
BE,Belgium,Flanders,Flemish Brabant,8/11/2020,-12.0,-7.0,62.0,-51,-53.0,14
BE,Belgium,Flanders,Flemish Brabant,8/12/2020,-17.0,-15.0,63.0,-50,-50.0,12
BE,Belgium,Flanders,Flemish Brabant,8/13/2020,-17.0,-9.0,29.0,-50,-52.0,15
BE,Belgium,Flanders,Flemish Brabant,8/14/2020,-16.0,4.0,44.0,-47,-50.0,13
BE,Belgium,Flanders,Flemish Brabant,8/15/2020,-56.0,-68.0,67.0,-40,-19.0,7
BE,Belgium,Flanders,Flemish Brabant,8/16/2020,-16.0,3.0,66.0,-41,9.0,1
BE,Belgium,Flanders,Flemish Brabant,8/22/2020,-24.0,-21.0,51.0,-31,-1.0,4
BE,Belgium,Flanders,Flemish Brabant,8/23/2020,-20.0,-12.0,51.0,-43,9.0,2
BE,Belgium,Flanders,Flemish Brabant,8/28/2020,-15.0,-6.0,29.0,-43,-44.0,12
BE,Belgium,Flanders,Flemish Brabant,8/29/2020,-17.0,-13.0,35.0,-26,-1.0,4
BE,Belgium,Flanders,Flemish Brabant,8/30/2020,-18.0,-11.0,22.0,-44,6.0,2
BE,Belgium,Flanders,Flemish Brabant,9/4/2020,-15.0,-6.0,34.0,-34,-37.0,8
BE,Belgium,Flanders,Flemish Brabant,9/5/2020,-17.0,-12.0,63.0,-27,-1.0,3
BE,Belgium,Flanders,Flemish Brabant,9/11/2020,-17.0,-6.0,52.0,-33,-35.0,6
BE,Belgium,Flanders,Flemish Brabant,9/12/2020,-19.0,-13.0,84.0,-23,0.0,1
BE,Belgium,Flanders,Flemish Brabant,9/13/2020,-7.0,-6.0,136.0,-32,9.0,-2
BE,Belgium,Flanders,Flemish Brabant,9/14/2020,-10.0,-7.0,89.0,-35,-33.0,5
BE,Belgium,Flanders,Flemish Brabant,9/15/2020,-14.0,-5.0,87.0,-35,-34.0,7
BE,Belgium,Flanders,Flemish Brabant,9/16/2020,-12.0,-9.0,87.0,-33,-32.0,6
BE,Belgium,Flanders,Flemish Brabant,9/17/2020,-15.0,-8.0,50.0,-35,-32.0,7
BE,Belgium,Flanders,Flemish Brabant,9/18/2020,-17.0,-6.0,55.0,-32,-30.0,6
BE,Belgium,Flanders,Flemish Brabant,9/19/2020,-19.0,-14.0,92.0,-24,-3.0,2
BE,Belgium,Flanders,Flemish Brabant,9/20/2020,-7.0,-5.0,132.0,-22,4.0,0
BE,Belgium,Flanders,Flemish Brabant,9/21/2020,-7.0,-4.0,117.0,-34,-33.0,6
BE,Belgium,Flanders,Flemish Brabant,9/22/2020,-11.0,-4.0,107.0,-32,-33.0,7
BE,Belgium,Flanders,Flemish Brabant,9/23/2020,-14.0,-4.0,73.0,-32,-30.0,8
BE,Belgium,Flanders,Flemish Brabant,9/24/2020,-19.0,-4.0,17.0,-35,-29.0,9
BE,Belgium,Flanders,Flemish Brabant,9/25/2020,-24.0,-6.0,-6.0,-33,-29.0,9
BE,Belgium,Flanders,Flemish Brabant,9/26/2020,-23.0,-12.0,1.0,-33,-6.0,6
BE,Belgium,Flanders,Flemish Brabant,9/27/2020,-22.0,-14.0,32.0,-40,2.0,4
BE,Belgium,Flanders,Flemish Brabant,9/28/2020,-19.0,-10.0,-2.0,-39,-32.0,10
BE,Belgium,Flanders,Flemish Brabant,9/29/2020,-12.0,0.0,53.0,-34,-29.0,8
BE,Belgium,Flanders,Flemish Brabant,9/30/2020,-11.0,-3.0,45.0,-32,-28.0,7
BE,Belgium,Flanders,Flemish Brabant,10/1/2020,-18.0,-2.0,0.0,-33,-25.0,9
BE,Belgium,Flanders,Flemish Brabant,10/2/2020,-19.0,-1.0,-2.0,-30,-26.0,9
BE,Belgium,Flanders,Flemish Brabant,10/3/2020,-16.0,-6.0,4.0,-26,-5.0,5
BE,Belgium,Flanders,Flemish Brabant,10/4/2020,-11.0,-13.0,33.0,-39,5.0,3
BE,Belgium,Flanders,Flemish Brabant,10/5/2020,-12.0,-4.0,27.0,-36,-32.0,9
BE,Belgium,Flanders,Flemish Brabant,10/6/2020,-16.0,-3.0,30.0,-35,-28.0,9
BE,Belgium,Flanders,Flemish Brabant,10/7/2020,-13.0,-3.0,39.0,-34,-26.0,8
BE,Belgium,Flanders,Flemish Brabant,10/8/2020,-19.0,-4.0,0.0,-34,-25.0,9
BE,Belgium,Flanders,Flemish Brabant,10/9/2020,-21.0,-2.0,12.0,-36,-26.0,9
BE,Belgium,Flanders,Flemish Brabant,10/10/2020,-20.0,-9.0,27.0,-31,-4.0,6
BE,Belgium,Flanders,Flemish Brabant,10/11/2020,-23.0,-12.0,33.0,-44,3.0,4
BE,Belgium,Flanders,Flemish Brabant,10/12/2020,-16.0,-2.0,28.0,-38,-28.0,9
BE,Belgium,Flanders,Flemish Brabant,10/13/2020,-18.0,-2.0,18.0,-39,-28.0,10
BE,Belgium,Flanders,Flemish Brabant,10/14/2020,-16.0,-4.0,25.0,-36,-27.0,10
BE,Belgium,Flanders,Flemish Brabant,10/15/2020,-21.0,-3.0,5.0,-36,-26.0,11
BE,Belgium,Flanders,Flemish Brabant,10/16/2020,-23.0,-1.0,8.0,-34,-26.0,11
BE,Belgium,Flanders,Flemish Brabant,10/17/2020,-20.0,-8.0,34.0,-29,-6.0,7
BE,Belgium,Flanders,Flemish Brabant,10/18/2020,-19.0,-14.0,45.0,-41,2.0,5
BE,Belgium,Flanders,Flemish Brabant,10/19/2020,-32.0,-4.0,28.0,-42,-32.0,12
BE,Belgium,Flanders,Flemish Brabant,10/20/2020,-35.0,-3.0,9.0,-44,-34.0,14
BE,Belgium,Flanders,Flemish Brabant,10/21/2020,-33.0,-2.0,18.0,-41,-33.0,13
BE,Belgium,Flanders,Flemish Brabant,10/22/2020,-38.0,0.0,-1.0,-41,-32.0,15
BE,Belgium,Flanders,Flemish Brabant,10/23/2020,-40.0,3.0,12.0,-39,-31.0,15
BE,Belgium,Flanders,Flemish Brabant,10/24/2020,-41.0,-7.0,12.0,-35,-16.0,12
BE,Belgium,Flanders,Flemish Brabant,10/25/2020,-48.0,-10.0,13.0,-48,-10.0,9
BE,Belgium,Flanders,Flemish Brabant,10/26/2020,-32.0,-4.0,23.0,-46,-36.0,14
BE,Belgium,Flanders,Flemish Brabant,10/27/2020,-33.0,-2.0,11.0,-46,-37.0,16
BE,Belgium,Flanders,Flemish Brabant,10/28/2020,-33.0,-3.0,8.0,-45,-37.0,16
BE,Belgium,Flanders,Flemish Brabant,10/29/2020,-35.0,3.0,-20.0,-46,-38.0,18
BE,Belgium,Flanders,Flemish Brabant,10/30/2020,-31.0,11.0,-2.0,-42,-37.0,17
BE,Belgium,Flanders,Flemish Brabant,10/31/2020,-31.0,-7.0,57.0,-29,-20.0,11
BE,Belgium,Flanders,Flemish Brabant,11/1/2020,-53.0,-21.0,2.0,-52,-21.0,10
BE,Belgium,Flanders,Flemish Brabant,11/2/2020,-57.0,-21.0,12.0,-66,-67.0,24
BE,Belgium,Flanders,Flemish Brabant,11/3/2020,-52.0,-8.0,55.0,-62,-60.0,23
BE,Belgium,Flanders,Flemish Brabant,11/4/2020,-53.0,-15.0,65.0,-59,-57.0,20
BE,Belgium,Flanders,Flemish Brabant,11/5/2020,-52.0,-6.0,45.0,-59,-58.0,23
BE,Belgium,Flanders,Flemish Brabant,11/6/2020,-55.0,-6.0,47.0,-57,-57.0,24
BE,Belgium,Flanders,Flemish Brabant,11/7/2020,-57.0,-19.0,107.0,-42,-26.0,14
BE,Belgium,Flanders,Flemish Brabant,11/8/2020,-53.0,-17.0,102.0,-48,-19.0,9
BE,Belgium,Flanders,Flemish Brabant,11/9/2020,-46.0,-11.0,61.0,-60,-56.0,21
BE,Belgium,Flanders,Flemish Brabant,11/10/2020,-46.0,8.0,17.0,-61,-57.0,22
BE,Belgium,Flanders,Flemish Brabant,11/11/2020,-68.0,-67.0,128.0,-67,-83.0,27
BE,Belgium,Flanders,Flemish Brabant,11/12/2020,-49.0,8.0,9.0,-59,-55.0,23
BE,Belgium,Flanders,Flemish Brabant,11/13/2020,-55.0,-1.0,5.0,-57,-53.0,24
BE,Belgium,Flanders,Flemish Brabant,11/14/2020,-56.0,-12.0,79.0,-41,-23.0,14
BE,Belgium,Flanders,Flemish Brabant,11/15/2020,-63.0,-19.0,-3.0,-59,-20.0,11
BE,Belgium,Flanders,Flemish Brabant,11/16/2020,-50.0,-11.0,4.0,-52,-40.0,17
BE,Belgium,Flanders,Flemish Brabant,11/17/2020,-49.0,-6.0,16.0,-51,-40.0,18
BE,Belgium,Flanders,Flemish Brabant,11/18/2020,-47.0,-10.0,73.0,-47,-39.0,16
BE,Belgium,Flanders,Flemish Brabant,11/19/2020,-54.0,-8.0,-21.0,-52,-38.0,20
BE,Belgium,Flanders,Flemish Brabant,11/20/2020,-53.0,-2.0,8.0,-47,-36.0,19
BE,Belgium,Flanders,Flemish Brabant,11/21/2020,-55.0,-12.0,44.0,-43,-21.0,14
BE,Belgium,Flanders,Flemish Brabant,11/22/2020,-60.0,-17.0,25.0,-55,-17.0,10
BE,Belgium,Flanders,Flemish Brabant,11/23/2020,-47.0,-12.0,30.0,-50,-39.0,17
BE,Belgium,Flanders,Flemish Brabant,11/24/2020,-47.0,-5.0,37.0,-50,-39.0,17
BE,Belgium,Flanders,Flemish Brabant,11/25/2020,-48.0,-7.0,35.0,-49,-38.0,16
BE,Belgium,Flanders,Flemish Brabant,11/26/2020,-50.0,-3.0,4.0,-49,-37.0,18
BE,Belgium,Flanders,Flemish Brabant,11/27/2020,-50.0,0.0,-1.0,-47,-36.0,19
BE,Belgium,Flanders,Flemish Brabant,11/28/2020,-52.0,-12.0,68.0,-38,-19.0,13
BE,Belgium,Flanders,Flemish Brabant,11/29/2020,-57.0,-13.0,41.0,-52,-14.0,9
BE,Belgium,Flanders,Flemish Brabant,11/30/2020,-47.0,-12.0,-10.0,-52,-38.0,17
BE,Belgium,Flanders,Flemish Brabant,12/1/2020,-33.0,0.0,-3.0,-47,-38.0,17
